SpecCode,Genus,Species,SpeciesRefNo,FBname
6262,Adrianichthys,oophorus,80012.0,Eggcarrying buntingi
6263,Adrianichthys,poptae,80012.0,Popta's buntingi
62166,Adrianichthys,roseni,54508.0,
27470,Adventor,elongatus,6192.0,Visitor
69391,Aenigmachanna,gollum,120401.0,Gollum snakehead
7986,Aeoliscus,punctulatus,5462.0,Speckled shrimpfish
6503,Aeoliscus,strigatus,1602.0,Razorfish
46570,Aequidens,chimantanus,36377.0,
13108,Aequidens,diadema,36377.0,
51471,Aequidens,epae,26647.0,
51469,Aequidens,gerciliae,26647.0,
50071,Aequidens,mauesanus,26676.0,
12273,Aequidens,metae,36377.0,Yellow acara
51472,Aequidens,michaeli,26647.0,
46581,Aequidens,pallidus,36377.0,Doublespot acara
47545,Aequidens,paloemeuensis,26372.0,
26733,Aequidens,patricki,9088.0,
46586,Aequidens,plagiozonatus,36377.0,
46594,Aequidens,potaroensis,36377.0,
52210,Aequidens,rondoni,36377.0,
69064,Aequidens,superomaculatum,121640.0,
12278,Aequidens,tetramerus,26372.0,Saddle cichlid
57663,Aequidens,tubicen,36377.0,
57661,Aequidens,viridis,36377.0,
7850,Aesopia,cornuta,3200.0,Unicorn sole
12086,Aetapcus,maculatus,557.0,Warty prowfish
6441,Aethaloperca,rogaa,5222.0,Redmouth grouper
66721,Aetheliparis,taurocanis,92437.0,
7037,Aethotaxis,mitopteryx,5179.0,Longfin icedevil
8973,Aetobatus,flagellum,4440.0,Longheaded eagle ray
69023,Aetobatus,laticeps,109645.0,Pacific eagle ray
1250,Aetobatus,narinari,114953.0,Whitespotted eagle ray
67276,Aetobatus,narutobiei,94821.0,Naru eagle ray
12600,Aetobatus,ocellatus,84291.0,Ocellated eagle ray
13200,Aetomylaeus,asperrimus,97392.0,Rough eagle ray
5011,Aetomylaeus,bovinus,97392.0,Bull ray
67984,Aetomylaeus,caeruleofasciatus,103981.0,Blue-banded eagle ray
12146,Ageneiosus,marmoratus,37098.0,Bottlenose catfish
53698,Ageneiosus,militaris,37098.0,
53704,Ageneiosus,pardalis,37098.0,
48604,Ageneiosus,polystictus,37098.0,
48607,Ageneiosus,ucayalensis,37098.0,
65400,Ageneiosus,uranophthalmus,83902.0,
48610,Ageneiosus,vittatus,37098.0,
51816,Agoniates,anchovia,38377.0,
51817,Agoniates,halecinus,38377.0,
23989,Agonomalus,jordani,559.0,
4150,Agonomalus,mozinoi,2850.0,Kelp poacher
13066,Agonomalus,proboscidalis,9137.0,
62091,Agonopsis,asperoculis,51659.0,
12932,Agonopsis,chiloensis,27363.0,Snailfish
4151,Agonopsis,sterletus,37955.0,Southern spearnose poacher
4152,Agonopsis,vulsa,2850.0,Northern spearnose poacher
61407,Agonostomus,catalai,5213.0,Comoro mullet
7860,Agonostomus,telfairii,3573.0,Fairy mullet
36,Agonus,cataphractus,40.0,Hooknose
2742,Agosia,chrysogaster,86798.0,Longfin dace
16851,Agrostichthys,parkeri,4171.0,Streamer fish
52328,Aguarunichthys,inpai,29005.0,
52326,Aguarunichthys,tocantinsensis,29005.0,
99,Alepisaurus,ferox,6011.0,Long snouted lancetfish
9171,Alepocephalus,agassizii,4460.0,Agassiz' slickhead
58899,Alepocephalus,andersoni,38717.0,
58901,Alepocephalus,antipodianus,38717.0,Antipodean slickhead
58903,Alepocephalus,asperifrons,38717.0,
9172,Alepocephalus,australis,4460.0,Small scaled brown slickhead
230,Alepocephalus,bairdii,4736.0,Baird's slickhead
7592,Alepocephalus,bicolor,559.0,Bicolor slickhead
58904,Alepocephalus,blanfordii,40966.0,
60307,Alepocephalus,dentifer,44023.0,
58908,Alepocephalus,fundulus,40966.0,
22691,Alepocephalus,longiceps,559.0,Longfin slickhead
22693,Alepocephalus,longirostris,559.0,Longsnout slickhead
55082,Alepocephalus,melas,9068.0,
22688,Alepocephalus,owstoni,559.0,Owston's slickhead
58911,Alepocephalus,planifrons,41471.0,
10000,Alepocephalus,productus,4736.0,Smalleye smooth-head
5071,Alepocephalus,rostratus,2719.0,Risso's smooth-head
11590,Alepocephalus,tenebrosus,2850.0,California slickhead
22694,Alepocephalus,triangularis,559.0,Triangulate slickhead
22687,Alepocephalus,umbriceps,559.0,Slickhead
46981,Alertichthys,blacki,5755.0,Alert pigfish
66488,Alestes,ansorgii,80450.0,
2405,Alestes,baremoze,272.0,Silversides
5229,Alestes,dentex,2880.0,Characin
64866,Alestes,inferus,80450.0,
11092,Alestes,liebrechtsii,5331.0,
5230,Alestes,macrophthalmus,2880.0,Torpedo robber
11098,Alestes,stuhlmannii,5331.0,
69272,Alestion,rapax,123194.0,
11130,Alestopetersius,bifasciatus,5331.0,
11105,Alestopetersius,brichardi,5331.0,
11107,Alestopetersius,caudalis,5331.0,Yellowtail tetra
11108,Alestopetersius,compressus,5331.0,
66431,Alestopetersius,conspectus,89102.0,
11109,Alestopetersius,hilgendorfi,5331.0,
11110,Alestopetersius,leopoldianus,5331.0,
11112,Alestopetersius,nigropterus,5331.0,
5244,Alestopetersius,smykalai,2880.0,
11131,Alestopetersius,tumbensis,5331.0,
48583,Aguarunichthys,torosus,36506.0,
2633,Ahlia,egmontis,7251.0,Key worm eel
9155,Ahliesaurus,berryi,6552.0,
22983,Ahliesaurus,brevis,559.0,
47911,Aiakas,kreffti,11954.0,
47912,Aiakas,zinorum,11954.0,
25971,Aidablennius,sphynx,5981.0,
13334,Ailia,coila,4833.0,Gangetic ailia
24749,Ailiichthys,punctata,6868.0,Jamuna ailia
59224,Aioliops,brachypterus,36648.0,Shortfin minidartfish
59225,Aioliops,megastigma,36648.0,Bigspot minidartfish
27609,Aioliops,novaeguineae,6771.0,New guinea minidartfish
60866,Aioliops,tetrophthalmus,48398.0,
7093,Akarotaxis,nudiceps,5192.0,
67374,Akawaio,penak,94087.0,
69495,Akheilos,suwartanai,120897.0,Ambon catshark
63909,Akihito,futuna,75883.0,Futuna's emperor
63910,Akihito,vanuatu,75882.0,Vanuatu's emperor
54387,Akko,brevis,9304.0,
56506,Akko,dionaea,34010.0,
62085,Akko,rossi,53408.0,
66310,Akysis,bilustris,87997.0,
54773,Akysis,brachybarbatus,30226.0,
62037,Akysis,clavulus,52824.0,
62564,Akysis,clinatus,56231.0,
52539,Akysis,ephippifer,30226.0,
64889,Akysis,fontaneus,80541.0,
62565,Akysis,fuliginatus,56231.0,
64033,Akysis,galeatus,75761.0,
26974,Akysis,hendricksoni,30226.0,
27400,Akysis,heterurus,13275.0,
62593,Akysis,longifilis,56465.0,
26747,Akysis,maculipinnis,12693.0,
60651,Akysis,manipurensis,55491.0,
58042,Akysis,microps,36133.0,
24796,Akysis,pictus,4833.0,Burmese stream catfish
64863,Akysis,portellus,80397.0,
24798,Akysis,prashadi,4833.0,Indawgyi stream catfish
63540,Akysis,pulvinatus,59363.0,
52542,Akysis,recavus,30226.0,
64032,Akysis,scorteus,75761.0,
23309,Akysis,variegatus,7050.0,
52544,Akysis,varius,30226.0,
62235,Akysis,vespa,55399.0,
64791,Akysis,vespertinus,79812.0,
64541,Alabes,bathys,76765.0,
55697,Alabes,brevis,11331.0,
51362,Alabes,dorsalis,9002.0,Common shore-eel
62615,Alabes,elongata,56640.0,
62616,Alabes,gibbosa,56640.0,
51367,Alabes,hoesei,9002.0,Dwarf shore-eel
62634,Alabes,obtusirostris,56640.0,
62635,Alabes,occidentalis,56640.0,
27497,Alabes,parvula,9002.0,Pygmy shore-eel
62638,Alabes,scotti,56640.0,
64542,Alabes,springeri,76765.0,
8435,Albatrossia,pectoralis,1371.0,Giant grenadier
58326,Albula,argentea,74924.0,Longjaw bonefish
65525,Albula,esuncula,84196.0,Eastern Pacific bonefish
66312,Albula,gilberti,88068.0,Cortez bonefish
11512,Albula,glossodonta,1602.0,Roundjaw bonefish
67597,Albula,goreensis,94080.0,
66113,Albula,koreana,87083.0,Korean bonefish
7334,Albula,nemoptera,7251.0,Threadfin bonefish
63907,Albula,oligolepis,74924.0,Smallscale bonefish
67476,Albula,pacifica,84142.0,Pacific shafted bonefish
63908,Albula,virgata,74924.0,
228,Albula,vulpes,4447.0,Bonefish
17361,Albulichthys,albuloides,7050.0,
4875,Alburnoides,bipunctatus,59043.0,Schneider
67866,Alburnoides,coadi,106248.0,Coad's riffle minnow
65852,Alburnoides,devolli,85842.0,
68486,Alburnoides,economoui,116746.0,
65180,Alburnoides,eichwaldii,82592.0,Kura chub
67278,Alburnoides,emineae,94737.0,Beyazsu chub
65851,Alburnoides,fangfangae,85842.0,
65181,Alburnoides,fasciatus,82592.0,Transcaucasian spirlin
68533,Alburnoides,freyhofi,115650.0,
65149,Alburnoides,gmelini,82592.0,
66834,Alburnoides,holciki,91777.0,
65154,Alburnoides,idignensis,82592.0,
68534,Alburnoides,kosswigi,115650.0,
65137,Alburnoides,kubanicus,81462.0,
68532,Alburnoides,kurui,115650.0,
67457,Alburnoides,maculatus,82592.0,
66835,Alburnoides,manyasensis,91784.0,Manyas spirlin
65152,Alburnoides,namaki,82592.0,
65153,Alburnoides,nicolausi,82592.0,
23037,Alburnoides,oblongus,1441.0,Tashkent riffle bleak
65087,Alburnoides,ohridanus,59043.0,
67867,Alburnoides,parhami,106248.0,Parham's riffle minnow
65151,Alburnoides,petrubanarescui,82592.0,
65088,Alburnoides,prespensis,59043.0,
64985,Alburnoides,qanati,81462.0,
67280,Alburnoides,recepi,94737.0,Recep's chub
67458,Alburnoides,rossicus,82592.0,
67868,Alburnoides,samiii,106248.0,Samii's riffle minnow
68491,Alburnoides,strymonicus,116746.0,
67865,Alburnoides,tabarestanensis,106248.0,Tabarestan riffle minnow
22954,Alburnoides,taeniatus,1441.0,Striped bystranka
68490,Alburnoides,thessalicus,116746.0,
69782,Alburnoides,turani,124016.0,
65150,Alburnoides,varentsovi,82592.0,
67279,Alburnoides,velioglui,94737.0,Velioglu's chub
65224,Alburnus,adanensis,129015.0,Adana bleak
9530,Alburnus,akili,26100.0,Beysehir bleak
25774,Alburnus,albidus,59043.0,Italian bleak
4730,Alburnus,alburnus,13696.0,Bleak
62353,Alburnus,arborella,55858.0,
55304,Alburnus,atropatenae,31728.0,
64207,Alburnus,attalus,78144.0,Bakır shemaya
58198,Alburnus,baliki,39257.0,Antalya bleak
64208,Alburnus,battalgilae,78144.0,Gediz shemaya
25857,Alburnus,belvica,59043.0,
52604,Alburnus,caeruleus,33550.0,Tigris bleak
70173,Alburnus,carianorum,119731.0,
65222,Alburnus,carinatus,75107.0,Manyas shemaya
5473,Alburnus,chalcoides,59043.0,Danube bleak
64205,Alburnus,danubicus,75106.0,
64094,Alburnus,demiri,76902.0,Eastern Aegean bleak
65225,Alburnus,derjugini,75107.0,Georgian shemaya
61948,Alburnus,doriae,116542.0,
52607,Alburnus,escherichii,33550.0,Caucasian bleak
48173,Alburnus,filippii,33550.0,Kura bleak
52608,Alburnus,heckeli,33550.0,Hazar bleak
48172,Alburnus,hohenackeri,59043.0,North Caucasian bleak
65101,Alburnus,istanbulensis,59043.0,
67460,Alburnus,kotschyi,129015.0,Arsuz bleak
64199,Alburnus,leobergi,75106.0,
65102,Alburnus,macedonicus,59043.0,
70263,Alburnus,magnificus,119732.0,
65103,Alburnus,mandrensis,59043.0,
69022,Alburnus,maximus,85064.0,
62440,Alburnus,mento,75106.0,
65056,Alburnus,mentoides,59043.0,
52610,Alburnus,mossulensis,76902.0,Mossul bleak
52612,Alburnus,nasreddini,33550.0,Eber bleak
65845,Alburnus,neretvae,85064.0,
65223,Alburnus,nicaeensis,75107.0,Iznik shemaya
52615,Alburnus,orontis,33550.0,Orontes bleak
61862,Alburnus,qalilus,39257.0,
64201,Alburnus,sarmaticus,75106.0,
68538,Alburnus,sava,116758.0,
65104,Alburnus,schischkovi,59043.0,Black Sea bleak
65057,Alburnus,scoranza,59043.0,
68276,Alburnus,selcuklui,115533.0,
52618,Alburnus,sellal,33550.0,Sellal bleak
9635,Alburnus,tarichi,33550.0,Tarek
65226,Alburnus,thessalicus,59043.0,
68229,Alburnus,timarensis,106151.0,
64197,Alburnus,vistonicus,75107.0,
64198,Alburnus,volviticus,75107.0,
65189,Alburnus,zagrosensis,82793.0,
61290,Alcichthys,elongatus,41299.0,
52723,Alcockia,rostrata,34024.0,
12938,Aldrichetta,forsteri,6390.0,Yellow-eye mullet
7502,Aldrovandia,affinis,4448.0,Gilbert's halosaurid fish
9009,Aldrovandia,gracilis,4448.0,
59483,Aldrovandia,mediorostris,33731.0,
9011,Aldrovandia,oleosa,4448.0,
9012,Aldrovandia,phalacra,4448.0,Hawaiian halosaurid fish
9013,Aldrovandia,rostrata,4448.0,
988,Alectis,ciliaris,7300.0,African pompano
3772,Alectrias,alectrolophus,43939.0,Stone cockscomb
25022,Alectrias,benjamini,559.0,Spiny cockscomb
50409,Alectrias,cirratus,27683.0,Ciliate cockscomb
61164,Alectrias,gallinus,46206.0,Shaggy cockscomb
67405,Alectrias,markevichi,91064.0,
56843,Alectrias,mutsuensis,34853.0,Maned cockscomb
3773,Alectridium,aurantiacum,3814.0,Lesser prickleback
15332,Alepes,apercna,9894.0,Smallmouth scad
1889,Alepes,djedaba,3397.0,Shrimp scad
1903,Alepes,kleinii,11441.0,Razorbelly scad
1890,Alepes,melanoptera,3287.0,Blackfin scad
1891,Alepes,vari,7300.0,Herring scad
49458,Alepidomus,evermanni,27158.0,
2728,Alepisaurus,brevirostris,4476.0,Short snouted lancetfish
46449,Alfaro,cultratus,26855.0,Knife livebearer
46451,Alfaro,huberi,26855.0,Hubers knife livebearer
65078,Algansea,amecae,82373.0,Ameca chub
55226,Algansea,aphanea,33475.0,Riffle chub
55223,Algansea,avia,52299.0,Remote chub
50221,Algansea,barbata,27639.0,Lerma chub
50222,Algansea,lacustris,27639.0,Pátzcuaro chub
55222,Algansea,monticola,52299.0,Mountain chub
50225,Algansea,popoche,27639.0,Popoche chub
50227,Algansea,tincella,27639.0,Spottail chub
64957,Alionematichthys,ceylonensis,81230.0,
64958,Alionematichthys,crassiceps,81230.0,Bighead viviparous brotula
56405,Alionematichthys,minyomma,34024.0,
64959,Alionematichthys,phuketensis,81230.0,Phuket viviparous brotula
64965,Alionematichthys,piger,81230.0,Whiskered viviparous brotula
9263,Amarginops,platus,55984.0,
4459,Amarsipus,carlsbergi,4409.0,Amarsipa
58472,Amatitlania,altoflava,114771.0,
63627,Amatitlania,coatepeque,74403.0,
63628,Amatitlania,kanna,74403.0,
57437,Amatitlania,myrnae,114771.0,
57854,Amatitlania,nanolutea,114771.0,
3615,Amatitlania,nigrofasciata,74403.0,Convict cichlid
15901,Amatitlania,sajica,74403.0,
26768,Amatitlania,septemfasciata,7335.0,
63629,Amatitlania,siquia,74403.0,
6099,Amatolacypris,trevelyani,119402.0,Border barb
70428,Amazonichthys,camelierae,130247.0,
53403,Amazonichthys,lindeae,130247.0,
70521,Amazonichthys,lu,130247.0,
64817,Amazonspinther,dalmata,79887.0,
554,Amazonsprattus,scintilla,189.0,Rio Negro pygmy anchovy
10550,Ambassis,agassizii,7300.0,Agassiz's glassfish
15124,Ambassis,agrammus,7300.0,Sailfin glass perchlet
61467,Ambassis,ambassis,33390.0,Commerson's glassy
11783,Ambassis,buruensis,2847.0,Buru glass perchlet
25122,Ambassis,buton,4833.0,Buton glassy perchlet
9899,Ambassis,dussumieri,4180.0,Malabar glassy perchlet
10551,Ambassis,elongata,7300.0,Elongate glassfish
9900,Ambassis,fontoynonti,4180.0,
4806,Ambassis,gymnocephalus,4180.0,Bald glassy
5153,Ambassis,interrupta,2847.0,Long-spined glass perchlet
15126,Ambassis,jacksoniensis,7300.0,Port Jackson glassfish
5982,Ambassis,kopsii,7050.0,Singapore glassy perchlet
15128,Ambassis,macleayi,7300.0,Macleay's glass perchlet
24793,Ambassis,macracanthus,2847.0,Estuarine glass perchlet
15129,Ambassis,marianus,7300.0,Estuary glassfish
9234,Ambassis,miops,7300.0,Flag-tailed glass perchlet
15133,Ambassis,nalua,7300.0,Scalloped perchlet
8016,Ambassis,natalensis,4180.0,Slender glassy
9235,Ambassis,urotaenia,559.0,Banded-tail glassy perchlet
15135,Ambassis,vachellii,7300.0,Vachelli's glass perchlet
50388,Ambastaia,nigrolineata,27732.0,
10910,Ambastaia,sidthimunki,12693.0,Dwarf botia
52300,Ambiserrula,jugosa,29003.0,Mud flathead
3359,Ambloplites,ariommus,5723.0,Shadow bass
3358,Ambloplites,cavifrons,5723.0,Roanoke bass
64960,Alionematichthys,plicatosurculus,81230.0,Folded viviparous brotula
27338,Alionematichthys,riukiuensis,34024.0,Bigeye cusk
64961,Alionematichthys,samoaensis,81230.0,
64962,Alionematichthys,shinoharai,81230.0,
64963,Alionematichthys,suluensis,81230.0,Sulu viviparous brotula
64964,Alionematichthys,winterbottomi,81230.0,
6391,Allenbatrachus,grunniens,26916.0,Grunting toadfish
63432,Allenbatrachus,meridionalis,57933.0,
50449,Allenbatrachus,reticulatus,26916.0,
14035,Allenichthys,glauerti,9563.0,Glauert's anglerfish
53948,Allips,concolor,94170.0,
52390,Alloblennius,anuchalis,27664.0,
66456,Alloblennius,frondiculus,89414.0,Leaf blenny
6046,Alloblennius,jugularis,27664.0,Jugular blenny
16940,Alloblennius,parvus,4404.0,Dwarf blenny
52391,Alloblennius,pictus,27664.0,
24122,Allocareproctus,jordani,51661.0,Cherry snailfish
62924,Allocareproctus,kallaion,57077.0,Combed snailfish
62923,Allocareproctus,tanix,57077.0,Peach snailfish
62925,Allocareproctus,unangas,57077.0,Goldeneye snailfish
62926,Allocareproctus,ungak,57077.0,Whiskered snailfish
3710,Alloclinus,holderi,2850.0,Island kelpfish
11685,Allocyttus,folletti,2850.0,Oxeye oreo
9140,Allocyttus,guineensis,6545.0,Guinea oreo
12962,Allocyttus,niger,27159.0,Black oreo
9144,Allocyttus,verrucosus,6545.0,Warty dory
11931,Allodontichthys,hubbsi,4537.0,Whitepatched splitfin
46425,Allodontichthys,polylepis,26130.0,Finescale splitfin
11932,Allodontichthys,tamazulae,4537.0,Tuxpan splitfin
46426,Allodontichthys,zonistius,26130.0,Bandfin splitfin
17476,Allomicrodesmus,dorotheae,1602.0,Dorothea's wriggler
64170,Allomogurnda,flavimarginata,77038.0,
64138,Allomogurnda,hoesei,77038.0,
64144,Allomogurnda,insularis,77038.0,
64142,Allomogurnda,landfordorum,77038.0,
64151,Allomogurnda,montana,77038.0,
68809,Allomogurnda,multicincta,116997.0,
26397,Allomogurnda,nesolepis,77038.0,Yellowbelly gudgeon
64168,Allomogurnda,papua,77038.0,
64169,Allomogurnda,sampricei,77038.0,
14573,Allomycterus,pilatus,93017.0,Deep-water burrfish
11933,Alloophorus,robustus,27639.0,Bulldog goodeid
2694,Allosmerus,elongatus,2850.0,Whitebait smelt
91,Allothunnus,fallai,168.0,Slender tuna
46439,Allotoca,catarinae,26130.0,Catarina allotoca
46442,Allotoca,diazi,26130.0,Patzcuaro allotoca
11934,Allotoca,dugesii,27639.0,Opal allotoca
11935,Allotoca,goslinei,58357.0,Banded allotoca
6227,Allotoca,maculata,26130.0,Blackspot allotoca
46443,Allotoca,meeki,26130.0,Zirahuen allotica
46427,Allotoca,regalis,26130.0,Royal Splitfin
59987,Allotoca,zacapuensis,42981.0,Zacapu allotoca
5891,Alopias,pelagicus,247.0,Pelagic thresher
2534,Alopias,superciliosus,247.0,Bigeye thresher
2535,Alopias,vulpinus,247.0,Thresher
1574,Alosa,aestivalis,188.0,Blueback shad
28201,Alosa,agone,59043.0,Agone
1575,Alosa,alabamae,188.0,Alabama shad
65105,Alosa,algeriensis,59043.0,North African shad
101,Alosa,alosa,188.0,Allis shad
1576,Alosa,braschnikowi,188.0,Caspian marine shad
1577,Alosa,caspia,188.0,Caspian shad
1578,Alosa,chrysochloris,188.0,Skipjack shad
47559,Alosa,curensis,26334.0,Kura shad
5355,Alosa,fallax,188.0,Twaite shad
105,Alosa,immaculata,13696.0,Pontic shad
1580,Alosa,kessleri,188.0,Caspian anadromous shad
64754,Alosa,killarnensis,13696.0,Killarney shad
25775,Alosa,macedonica,10545.0,Macedonia shad
1581,Alosa,maeotica,188.0,Black sea shad
1582,Alosa,mediocris,188.0,Hickory shad
1583,Alosa,pseudoharengus,188.0,Alewife
1584,Alosa,sapidissima,188.0,American shad
1585,Alosa,saposchnikowii,188.0,Saposhnikovi shad
1586,Alosa,sphaerocephala,188.0,Agrakhan shad
66115,Alosa,suworowi,26334.0,
48090,Alosa,tanaica,593.0,Black Sea shad
28212,Alosa,vistonica,13696.0,Thracian shad
63396,Alosa,volgensis,58297.0,Volga shad
8726,Alphestes,afer,5222.0,Mutton hamlet
8727,Alphestes,immaculatus,5222.0,Pacific mutton hamlet
8728,Alphestes,multiguttatus,5222.0,Rivulated mutton hamlet
8419,Alpinocottus,poecilopus,55856.0,Alpine bullhead
48320,Alpinocottus,volki,2058.0,Volk’s sculpin
62418,Alticorpus,geoffreyi,55908.0,
2191,Alticorpus,macrocleithrum,5594.0,
2192,Alticorpus,mentale,5594.0,
2194,Alticorpus,peterdaviesi,5594.0,
2193,Alticorpus,profundicola,5594.0,
56805,Alticus,arnoldorum,34765.0,Pacific leaping blenny
46411,Alticus,kirkii,11441.0,Kirk's blenny
67677,Alticus,magnusi,84159.0,
9919,Alticus,monochrus,4342.0,
59611,Alticus,montanoi,36648.0,Montano's Rockskipper
67686,Alticus,orientalis,86946.0,
6031,Alticus,saliens,1602.0,Leaping blenny
62209,Alticus,sertatus,12848.0,Garlanded rockskipper
61229,Alticus,simplicirrus,12848.0,Marquesan rockstripper
54954,Altigena,discognathoides,33380.0,
50345,Altigena,elegans,27732.0,
23985,Altigena,lippa,4832.0,
70430,Altigena,malihkaia,130432.0,
54683,Altigena,sinkleri,27732.0,
60237,Altigena,tonkinensis,44416.0,
60239,Altigena,wui,72360.0,
56299,Altigena,yunnanensis,130432.0,
59916,Altigena,zhui,80318.0,
8134,Altolamprologus,calvus,46829.0,
8135,Altolamprologus,compressiceps,5598.0,
69634,Altrichthys,alelia,116663.0,Alelia’s damselfish
11832,Altrichthys,azurelineatus,7247.0,Azure damselfish
59851,Altrichthys,curatus,40966.0,Guardian damselfish
4273,Aluterus,heudelotii,7251.0,Dotterel filefish
4274,Aluterus,monoceros,3592.0,Unicorn leatherjacket filefish
1081,Aluterus,schoepfii,3592.0,Orange filefish
4275,Aluterus,scriptus,4421.0,Scribbled leatherjacket filefish
8105,Amamiichthys,matsubarai,104925.0,Japanese blue-spotted seabream
6672,Amanses,scopas,1602.0,Broom filefish
48630,Amaralia,hypsiura,36695.0,
68703,Amaralia,oviraptor,111083.0,
3360,Ambloplites,constellatus,5723.0,Ozark bass
3361,Ambloplites,rupestris,86798.0,Rock bass
68067,Amblyceps,accari,112632.0,Nikhil’s torrent catfish
62764,Amblyceps,apangi,56932.0,
63443,Amblyceps,arunachalense,58032.0,
60060,Amblyceps,caecutiens,37785.0,
62701,Amblyceps,carinatum,56932.0,
65817,Amblyceps,cerinum,85525.0,
60061,Amblyceps,foratum,37785.0,
66255,Amblyceps,kurzii,85525.0,
60067,Amblyceps,laticeps,37785.0,
58706,Amblyceps,macropterus,41275.0,
24792,Amblyceps,mangois,4833.0,Indian torrent catfish
60063,Amblyceps,murraystuarti,37785.0,
60064,Amblyceps,platycephalus,37785.0,
64991,Amblyceps,protentum,81214.0,
60065,Amblyceps,serratum,37785.0,
60627,Amblyceps,tenuispinis,37785.0,
64709,Amblyceps,torrentis,78721.0,
64710,Amblyceps,tuberculatum,78721.0,
60066,Amblyceps,variegatum,37785.0,
68695,Amblyceps,waikhomi,118109.0,
68694,Amblyceps,yunnanense,118060.0,
15855,Amblychaeturichthys,hexanema,93271.0,
